method,n_train,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,train_time_mean,train_time_std,predict_time_mean,predict_time_std
kriging,20,9.192876187711045,10.207141488225233,5.634535243515519,6.281834597230684,0.37842448639609993,0.774499182496096,0.139205265045166,0.01186281737127005,0.0001712799072265625,1.9829346466433715e-05
kriging,30,8.299599408954817,6.657843833048901,4.650013504585041,4.590967140766463,0.7680550504550199,0.2802239160028302,0.15156054496765137,0.010101554406091586,0.0001674175262451172,7.218612198317813e-06
kriging,50,2.777349053811657,3.3417144233808314,1.4233697943003223,1.473981325727884,0.9370037035636504,0.12001325147715358,0.20208292007446288,0.04460796465298776,0.00017304420471191405,1.599129414491263e-05
kriging,75,1.2821879141766765,0.7574766465434822,0.8061525866022583,0.405306632725806,0.9862102184869522,0.007980845817288291,0.1963128089904785,0.03708005126107829,0.00018591880798339843,1.4265721440062705e-05
kriging,100,1.3518486232374811,0.5835389050743712,0.7773203030239255,0.21925893643322533,0.9909075283869526,0.006417721712514558,0.2694047451019287,0.06064542497365397,0.00019731521606445313,2.3335808378681476e-06
kriging,150,0.9760848746297173,0.2163108452363623,0.5874159847914899,0.14088975968799053,0.9952324234117753,0.0017344563866986994,0.2905081272125244,0.05883212038729173,0.00028209686279296876,0.00014712168962829168
rbf,20,4.415508714805027,5.155398286875194,3.1151021122684517,3.9465332980884607,0.8016611656373923,0.278231139072896,0.0001312255859375,7.582546733862539e-05,2.3889541625976563e-05,1.4927364199160125e-06
rbf,30,6.14044966155875,4.744674186263666,3.7696411365249327,3.426712225209074,0.8803177037458593,0.16525766033779551,0.00010094642639160156,3.816931785351305e-06,2.422332763671875e-05,1.138433111792881e-06
rbf,50,2.0349195965965046,1.4613916744345228,1.1013752624035493,0.7216936274355339,0.9751856573511152,0.026724976244354597,0.00013346672058105468,5.180874673843555e-06,3.185272216796875e-05,7.463682099580066e-07
rbf,75,1.2566349358721745,0.9205988121094053,0.7245108224768873,0.5649673664429419,0.9886928224019786,0.00692387685245612,0.00018253326416015626,3.102191292157012e-06,4.1532516479492185e-05,2.032859205941411e-06
rbf,100,1.6277351675545766,0.8201868765195091,0.7197281220409711,0.22054533321858508,0.9858463135871771,0.0137341611789584,0.00026254653930664064,9.251439659789098e-06,5.817413330078125e-05,1.3902072655785794e-06
rbf,150,1.3952508753524604,0.5294895299595709,0.6242963778805437,0.1825935435932291,0.9895944789918781,0.007326069320686507,0.00047016143798828125,1.4828025632349217e-05,0.00010457038879394532,4.165848746438675e-06
spline,20,99.76350906137077,119.21803472222388,50.546631622100605,59.58217910181733,-80.5328847790772,84.83314227621347,0.00012307167053222657,2.3724385777803872e-05,1.4591217041015626e-05,1.7307940876847777e-06
spline,30,52.76329620712581,58.96902993938414,25.139441863106125,27.150626304792016,-11.493864661629052,17.78675716693529,0.00011782646179199218,3.721927078326348e-06,1.4400482177734375e-05,4.943952883083277e-07
spline,50,16.648075298721462,21.54574111665881,6.244125630487278,7.251756361514299,-1.825492335362791,4.815591047491046,0.0002450466156005859,2.8529350880141868e-05,2.5272369384765625e-05,1.7599425825081422e-05
spline,75,4010.0895571805763,8949.085580278826,984.6041450910731,2196.011096672013,-234780.7467005096,524985.65744425,0.00041790008544921874,2.4893000576174823e-05,1.86920166015625e-05,8.361662824988456e-07
spline,100,210.12058347445608,155.82448324860806,51.879881664555455,31.35126406118587,-408.25582156703047,585.5866631821848,0.0007220745086669922,0.00022089810093606945,2.002716064453125e-05,4.768371582031253e-07
spline,150,143487.8983760104,320608.5088651361,23617.257724909763,52722.842356453606,-443835868.04587805,992446864.4294788,0.0016462326049804688,0.0005062584678498371,2.2363662719726562e-05,7.798875443361339e-07
